Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
504,2022,3,2,17,115000,16,115000,55,100,48,1
505,2022,0,2,22,120000,0,86703,3,50,3,1
506,2022,2,2,4,75000,16,75000,6,100,48,0
507,2022,2,2,48,59000,7,64849,2,0,2,0
508,2022,0,2,48,120000,16,120000,55,100,48,0
509,2022,2,2,3,157000,16,157000,55,100,48,0
510,2022,0,2,11,150000,16,150000,3,100,3,2
511,2022,2,2,8,90000,2,70912,8,50,6,0
512,2022,0,2,17,65000,16,65000,55,100,48,2
513,2022,3,2,38,65000,7,71444,26,100,23,2
514,2022,0,2,13,20000,16,20000,43,0,39,1
515,2022,2,2,22,48000,16,48000,49,100,48,2
516,2022,3,2,21,152500,16,152500,55,100,48,1
517,2022,2,2,17,62000,7,68147,19,100,17,1
518,2022,2,2,22,115000,3,122346,9,0,7,0
519,2022,3,2,3,380000,16,380000,55,100,48,0
520,2022,2,2,22,88000,2,69336,8,100,6,1
521,2022,0,2,10,10000,16,10000,46,100,31,1
522,2022,2,2,12,20000,16,20000,21,100,19,2
523,2022,3,2,14,405000,16,405000,55,100,48,0
524,2022,2,2,22,135000,16,135000,55,100,48,0
525,2022,3,2,3,177000,16,177000,55,100,48,0
526,2022,2,2,22,78000,16,78000,55,100,48,1
527,2022,3,2,12,135000,16,135000,55,100,48,1
528,2022,3,2,12,100000,16,100000,55,100,48,1
529,2022,3,2,12,90320,16,90320,55,100,48,1
530,2022,2,2,12,85000,16,85000,8,0,6,1
531,2022,2,2,12,75000,16,75000,8,0,6,1
532,2022,3,2,38,214000,16,214000,55,100,48,1
533,2022,3,2,38,192600,16,192600,55,100,48,1
534,2022,3,2,16,266400,16,266400,55,100,48,1
535,2022,3,2,16,213120,16,213120,55,100,48,1
536,2022,3,2,12,112900,16,112900,55,100,48,1
537,2022,3,2,17,155000,16,155000,55,100,48,1
538,2022,2,2,22,141300,16,141300,55,0,48,1
539,2022,2,2,22,102100,16,102100,55,0,48,1
540,2022,3,2,12,115934,16,115934,55,100,48,1
541,2022,3,2,12,81666,16,81666,55,100,48,1
542,2022,2,2,17,206699,16,206699,55,0,48,1
543,2022,2,2,17,99100,16,99100,55,0,48,1
544,2022,3,2,17,130000,16,130000,55,100,48,1
545,2022,3,2,17,115000,16,115000,55,100,48,1
546,2022,3,2,17,110500,16,110500,55,100,48,1
547,2022,3,2,17,130000,16,130000,55,100,48,1
548,2022,3,2,12,99050,16,99050,55,100,48,1
549,2022,3,2,17,160000,16,160000,55,100,48,1
550,2022,3,2,22,205300,16,205300,55,0,48,0
551,2022,3,2,22,140400,16,140400,55,0,48,0
552,2022,3,2,22,176000,16,176000,55,100,48,1
553,2022,3,2,22,144000,16,144000,55,100,48,1
554,2022,3,2,17,200100,16,200100,55,100,48,1
555,2022,3,2,17,160000,16,160000,55,100,48,1
556,2022,3,2,17,145000,16,145000,55,100,48,1
557,2022,3,2,17,70500,16,70500,55,0,48,1
558,2022,3,2,22,205300,16,205300,55,0,48,1
559,2022,3,2,22,140400,16,140400,55,0,48,1
560,2022,3,2,2,205300,16,205300,55,0,48,1
561,2022,3,2,2,184700,16,184700,55,0,48,1
562,2022,3,2,17,175100,16,175100,55,100,48,1
563,2022,3,2,17,140250,16,140250,55,100,48,1
564,2022,3,2,12,116150,16,116150,55,100,48,1
565,2022,3,2,17,54000,16,54000,55,0,48,1
566,2022,3,2,12,170000,16,170000,55,100,48,1
567,2022,2,2,12,50000,8,65438,20,0,18,1
568,2022,3,2,12,80000,16,80000,55,100,48,1
569,2022,3,2,22,140000,16,140000,55,100,48,1
570,2022,3,2,22,210000,16,210000,55,100,48,1
571,2022,3,2,22,140000,16,140000,55,100,48,1
572,2022,3,2,12,100000,16,100000,55,100,48,1
573,2022,3,2,12,69000,16,69000,55,100,48,1
574,2022,3,2,22,210000,16,210000,55,100,48,1
575,2022,3,2,22,140000,16,140000,55,100,48,1
576,2022,3,2,22,210000,16,210000,55,100,48,1
577,2022,3,2,12,150075,16,150075,55,100,48,1
578,2022,3,2,17,100000,16,100000,55,100,48,1
579,2022,3,2,17,25000,16,25000,55,100,48,1
580,2022,3,2,12,126500,16,126500,55,100,48,1
581,2022,3,2,12,106260,16,106260,55,100,48,1
582,2022,3,2,17,220110,16,220110,55,100,48,1
583,2022,3,2,17,160080,16,160080,55,100,48,1
584,2022,3,2,12,105000,16,105000,55,100,48,1
585,2022,3,2,12,110925,16,110925,55,100,48,1
586,2022,2,2,12,35000,8,45807,20,0,18,1
587,2022,3,2,22,140000,16,140000,55,100,48,1
588,2022,3,2,12,99000,16,99000,55,0,48,1
589,2022,3,2,12,60000,16,60000,55,100,48,1
590,2022,3,2,16,192564,16,192564,55,100,48,1
591,2022,3,2,16,144854,16,144854,55,100,48,1
592,2022,3,2,22,230000,16,230000,55,100,48,1
593,2022,3,2,22,150000,16,150000,55,100,48,1
594,2022,3,2,15,150260,16,150260,55,100,48,1
595,2022,3,2,15,109280,16,109280,55,100,48,1
596,2022,3,2,22,210000,16,210000,55,100,48,1
597,2022,3,2,12,170000,16,170000,55,100,48,1
598,2022,2,2,22,160000,16,160000,55,100,48,1
599,2022,2,2,22,130000,16,130000,55,100,48,1
600,2022,0,2,12,67000,16,67000,8,0,6,1
601,2022,0,2,12,52000,16,52000,8,0,6,1
602,2022,3,2,17,154000,16,154000,55,100,48,1
603,2022,3,2,17,126000,16,126000,55,100,48,1
604,2022,3,2,12,129000,16,129000,55,0,48,1
605,2022,3,2,12,150000,16,150000,55,100,48,1
606,2022,2,2,1,200000,16,200000,27,100,48,0
